0	PEARL PRIME · EI
1	Pearl Prime
2	Music Content
3	Pearl Prime が、本・オーディオブック・ポッドキャスト・マンガを世界規模で創るしくみ
4	Pearl Prime ブランドディレクター・ネットワークのミュージシャンへ
5	提供：Pearl Prime · Enlightened Intelligence Publishing
6	概要
7	Music Mode とは？
8	Pearl Prime — Enlightened Intelligence — は、AIネイティブの出版システムです。Music mode は、その Platform における第一級のブランド・アーキタイプです。
10	何を生み出すか
11	通常の Pearl Prime の電子書籍＋あなたの音楽スロット。配分はあなたのデータが決めます — 歌詞があれば歌詞の本、なければインスト・リフレクションの本、その両方が一つのブランドに共存します。教えは、あなた自身のバンク（あなたが教える場合）または Pearl Prime のコンポジットから生まれます。あなたの音楽はあなたのチャンネルに置かれ、本がそこへと導きます。
13	誰に届くか
14	アメリカ、日本、台湾、中国ほか12の市場にまたがる、Z世代とα世代の読者へ — KDP、Audible、Apple Books、Google Play で。Pearl_Localization により各ロケールで同等の体験を実現。著者の声で、読者に直接語りかけます。
16	どう機能するか
17	決定論的な組み立て：あなたのアンケート＋原点となる楽曲＋声・表現のプロフィールが、atom-bank パイプラインに入力されます。Pearl_Editor と Pearl_Writer が、6つの新しいスロットプールに紐づけて atom を執筆します。ハルシネーションではありません — あなたのテーマと声が、システムの恒久的な記憶になるのです。
18	Pearl Prime · Enlightened Intelligence Publishing · Music Mode V1 + V2
20	ナレッジベース
21	あなたの声を、atom として書き起こす
22	Pearl Prime は、ミュージシャンごとに musician_bank を構築します — あなたのテーマ、声のレジスター、癒しの意図、特徴的な技法、原点となる楽曲。そのバンクから、本が書かれます。
23	6つのスロットプールが、すべての章を形づくる
24	歌詞ありバリアント：
25	LYRIC_OPENING  — 章の冒頭に置く、あなたの歌詞の声
26	LYRIC_CLOSING  — 章の終わりに置く、あなたの歌詞の声
27	LYRIC_BESTSELLER_BEAT  — 章の中ほどに置く、歌詞のひと拍
28	歌詞なしバリアント：
29	MUSIC_REFLECTION_OPENING  — リフレクションで開く
30	MUSIC_REFLECTION_CLOSING  — リフレクションで閉じる
31	MUSIC_REFLECTION_BESTSELLER_BEAT  — 章の中ほどのひと拍
32	+ INTRO_2P_TEMPLATE + CONCLUSION_2P_TEMPLATE
33	（二人称のフレーミングが冒頭と結びを開く）＋ すべての音楽スロットに、一人称で音楽に帰属を示すラッパー
34	しくみ
36	オンボーディング・インテーク
37	アイデンティティ、テーマ、声・表現の作法、原点となる楽曲、癒しの意図、楽器、出力の希望、Music-Format（データから導出）
39	Song-Kit の生成
40	Song-Kit ジェネレーターがインテークから atom を起草し、Pearl_Editor がレビューして昇格させます（Tier 1）
42	本の組み立て
43	atom は決定論的なルールに従って章へと混ぜ込まれます。二人称の文章が読者に語りかけ、どの本も出荷前に品質ゲートを通過します。
45	コンパニオン・プロンプト（任意）
46	本ごとに、ブランド管理者向けバンドル用の内部 MusicGen ムードプロンプトを1つ — 読者への配布物ではありません。音源のレンダリングは Phase-B でゲートされ、あなたの音楽がファイルとして配布されることは決してありません。
47	Pearl Prime · Enlightened Intelligence Publishing · Music Mode V1 + V2
49	Song-Kit ジェネレーター
50	Song-Kit ジェネレーター
51	記入を終えたインテークが、ミュージシャン最初の draft atom キット（歌詞ありも、インストも）になるまで。
53	インテーク
54	ミュージシャンが Music Reflections インテークに記入します：テーマ、声・表現の作法、原点となる楽曲、癒しの意図、楽器、出力の希望。
56	プロフィールを導出
57	survey_derivation.py が、インテークを profile・themes・voice_profile に変換します — ジェネレーターの条件付けコンテキストです。
59	トピックファミリーに対応づけ
60	調査で挙がったテーマを、8つのファミリーの一つ以上に対応づけます。各ファミリーが歌詞のレジスターと、インストのムードのヒントを与えます。
62	分岐：歌詞あり ＋ インスト
63	配分はあなたのデータが決めます — 両方が一つのカタログに共存します。歌詞あり → lyric atom（Pearl_Writer）。歌詞なし → MusicGen 向けのムード指示テキスト。V1では音源のレンダリングは行いません。
65	各プールに3つ以上のバリアントを起草
66	atom は既存の6つのスロットプールに起草されます。各プールにつき3つ以上という SPEC-739 の下限を満たした時点で、セルは完成です。
68	EI レビュー → 稼働
69	Pearl_Editor がレビューして昇格させ（Tier 1）、G1–G8 の多様性ゲートと、音楽帰属／声の lint が走ります。章への挿入のしくみは変わりません。
70	YouTube → 無料特典への橋渡し（仕様）：楽曲動画をメールゲート経由で既存の m1–m5 無料特典へ誘導します — 集客の配線です。実際のアップロードは後日対応。
71	Pearl Prime · Enlightened Intelligence Publishing · Music Mode V1 + V2
73	トピックファミリー
74	8つのトピックファミリー
75	くぐり抜ける
76	つらい季節
77	もっとも重い時期をくぐり抜けるための音楽。ミュージシャンが調査で挙げたテーマは、まずここへ振り分けられます。
78	回復と修復 — 消耗のあとに、立て直す
79	不安と重圧 — 走り出す心に、落ち着いたリズムを
80	悲しみと手放し — 失ったものを、そっと抱えて
81	自尊と羞恥 — 内なる断罪を、手放していく
82	足場を取り戻す
83	回帰と希望
84	足場を取り戻し、戻ってくるための音楽。同じ8つのファミリーが、すべてのミュージシャンを振り分けます。
85	静かな勇気 — 小さな勇気の一歩。境界線は、自分を大切にすること
86	存在と静けさ — ひと呼吸ごとに、身体へ還る
87	つながりと居場所 — 知られることを、おそれない勇気
88	希望と再生 — 長い闇のあとの、最初の光
89	Pearl Prime · Enlightened Intelligence Publishing · Music Mode V1 + V2
91	リファレンスキット
92	Ahjan — リファレンスキット
93	これは何か
94	第0号キット
95	今後のすべてのミュージシャンキットが基準とする、ゴールドスタンダードの手本。Brand id: ahjan_music。
96	バンクは SOURCE_OF_TRUTH/musician_banks/ahjan/ に配置
97	music_brand_registry.yaml に music-mode ブランド（38+）として登録
98	インテーク → ジェネレーター → 6プールの全フローを、端から端まで実証
99	今後のすべてのミュージシャンキットの基準となる存在。
100	どう種付けされるか
101	ゼロからではなく、再利用
